Country,Job_Title,Age_Group,Quantity,Percentage
Germany,Head of Information Systems and Data Processing,26_39,4,0.05%
Germany,Head of Information Systems and Data Processing,40_65,6,0.07%
Germany,Health Data Analyst,26_39,1,0.01%
Germany,Internet Database Specialist,14_25,2,0.02%
Germany,Internet Database Specialist,26_39,4,0.05%
Germany,Internet Database Specialist,40_65,5,0.06%
Germany,LiDAR Data Analyst,40_65,1,0.01%
Germany,Log Data Technician,14_25,1,0.01%
Germany,Log Data Technician,26_39,1,0.01%
Germany,Log Data Technician,40_65,1,0.01%
Germany,Maintenance Data Analyst,40_65,1,0.01%
Germany,Marketing Database Analyst,26_39,1,0.01%
Germany,Marketing Database Analyst,40_65,2,0.02%
Germany,Medical Data Analyst,14_25,1,0.01%
Germany,Medical Data Analyst,40_65,1,0.01%
Germany,Micro Computer Data Processor,26_39,1,0.01%
Germany,Micro Computer Data Processor,40_65,1,0.01%
Germany,Naval Tactical Data System--Combat Information Center Officer,40_65,1,0.01%
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",26_39,2,0.02%
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",40_65,1,0.01%
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, General",40_65,2,0.02%
Germany,Oracle Database Administrator (Oracle DBA),14_25,2,0.02%
Germany,Oracle Database Administrator (Oracle DBA),26_39,7,0.08%
Germany,Oracle Database Administrator (Oracle DBA),40_65,9,0.11%
Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),14_25,2,0.02%
Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),40_65,1,0.01%
Germany,SCADA Technician (Supervisory Control and Data Acquisition Technician),40_65,1,0.01%
Germany,SQL Database Administrator,14_25,1,0.01%
Germany,SQL Database Administrator,40_65,4,0.05%
Germany,Survey Data Technician,40_65,1,0.01%
Germany,Unemployed,14_25,219,2.59%
Germany,Unemployed,26_39,160,1.89%
Germany,Unemployed,40_65,230,2.72%
Germany,Voice and Data Technician,14_25,2,0.02%
Germany,Voice and Data Technician,26_39,2,0.02%
Greece,Automatic Data Processing Customer Liaison (ADP Customer Liaison),14_25,1,0.01%
Greece,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40_65,2,0.02%
Greece,Automatic Data Processing Planner,40_65,1,0.01%
Greece,Automatic Data Processing Planner (ADP Planner),26_39,1,0.01%
Greece,Automatic Data Processing Planner (ADP Planner),40_65,2,0.02%
Greece,Automatic Data Processing Systems Security Specialist (ADP Systems Security),26_39,1,0.01%
Greece,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40_65,2,0.02%
Greece,Clinical Data Abstractor,40_65,2,0.02%
Greece,Clinical Data Associate,40_65,1,0.01%
Greece,Clinical Data Management Manager (CDM Manager),40_65,2,0.02%
Greece,Computer or Data Processing Systems Consultant,40_65,1,0.01%
Greece,Customer Data Technician,40_65,1,0.01%
Greece,Data Abstractor,14_25,1,0.01%
Greece,Data Abstractor,40_65,1,0.01%
Greece,Data Administrator,40_65,2,0.02%
Greece,Data Architect,26_39,1,0.01%
Greece,Data Architect,40_65,2,0.02%
Greece,Data Base Design Analyst,40_65,1,0.01%
Greece,Data Communications Analyst,40_65,1,0.01%
Greece,Data Communications Software Consultant,26_39,2,0.02%
Greece,Data Communications Software Consultant,40_65,1,0.01%
Greece,Data Communications Technician,40_65,1,0.01%
Greece,Data Coordinator,40_65,1,0.01%
Greece,Data Entry Clerk,26_39,1,0.01%
Greece,Data Entry Technician,40_65,1,0.01%
Greece,Data Examination Clerk,26_39,1,0.01%
Greece,Data Keyer,40_65,1,0.01%
Greece,Data Management Information Technology Specialist,14_25,1,0.01%
Greece,Data Management Information Technology Specialist,26_39,1,0.01%
Greece,Data Management Information Technology Specialist,40_65,1,0.01%
Greece,Data Miner,40_65,3,0.04%
Greece,Data Modeling Specialist,26_39,2,0.02%
Greece,Data Modeling Specialist,40_65,1,0.01%
Greece,Data Officer,40_65,3,0.04%
Greece,Data Processing Consultant,40_65,2,0.02%
Greece,Data Processing Manager,40_65,1,0.01%
Greece,Data Processing Systems Analyst,40_65,1,0.01%
Greece,Data Processing Systems Project Planner,26_39,1,0.01%
Greece,Data Processor,40_65,1,0.01%
Greece,Data Scientist,26_39,1,0.01%
Greece,Data Scientist,40_65,1,0.01%
Greece,Data Security Administrator,26_39,2,0.02%
Greece,Data Security Analyst,40_65,2,0.02%
Greece,Data Storage Specialist,26_39,1,0.01%
Greece,Data Systems Manager,40_65,1,0.01%
Greece,Data Warehouse Analyst,26_39,1,0.01%
Greece,Data Warehouse Analyst,40_65,1,0.01%
Greece,Data Warehouse Architect,40_65,1,0.01%
Greece,Data Warehouse Developer,40_65,2,0.02%
Greece,Data Warehouse Specialist,26_39,2,0.02%
Greece,Data Warehousing Engineer,40_65,3,0.04%
Greece,Data Warehousing Specialist,14_25,1,0.01%
Greece,Data Warehousing Specialist,26_39,1,0.01%
Greece,Data Warehousing Specialist,40_65,1,0.01%
Greece,Database Administration Associate,26_39,1,0.01%
Greece,Database Administration Associate,40_65,1,0.01%
Greece,Database Administration Manager,14_25,1,0.01%
Greece,Database Administration Manager,40_65,1,0.01%
Greece,Database Administration Project Manager,40_65,1,0.01%
Greece,Database Architect,40_65,1,0.01%
Greece,Database Consultant,26_39,1,0.01%
Greece,Database Consultant,40_65,1,0.01%
Greece,Database Coordinator,14_25,3,0.04%
Greece,Database Coordinator,26_39,1,0.01%
Greece,Database Design Analyst,40_65,1,0.01%
Greece,Database Designer,26_39,1,0.01%
Greece,Database Designer,40_65,1,0.01%
Greece,Database Engineer,40_65,2,0.02%
Greece,Database Management System Specialist (DBMS Specialist),40_65,1,0.01%
Greece,Database Manager,26_39,2,0.02%
Greece,Database Marketing Analyst,40_65,1,0.01%
Greece,Database Modeler,14_25,1,0.01%
Greece,Database Modeler,26_39,1,0.01%
Greece,Database Programmer,40_65,1,0.01%
Greece,Database Security Expert,14_25,1,0.01%
Greece,Database Security Expert,40_65,1,0.01%
Greece,Database Software Technician,26_39,1,0.01%
Greece,Database Specialist,26_39,1,0.01%
Greece,Database Specialist,40_65,1,0.01%
Greece,Database Tester,26_39,2,0.02%
Greece,Databases Computer Consultant,26_39,2,0.02%
Greece,Electronic Data Interchange System Developer (EDI System Developer),26_39,1,0.01%
Greece,Electronic Data Processing Auditor (EDP Auditor),26_39,1,0.01%
Greece,"Engineer, System Electronic Data Processing (Engineer, System EDP)",14_25,1,0.01%
Greece,"Engineer, System Electronic Data Processing (Engineer, System EDP)",40_65,1,0.01%
Greece,Geographic Information Systems Data Administrator (GIS Data Administrator),26_39,1,0.01%
Greece,Geographic Information Systems Data Administrator (GIS Data Administrator),40_65,2,0.02%
Greece,Geographic Information Systems Data Manager (GIS Data Manager),14_25,1,0.01%
Greece,Geographic Information Systems Data Specialist (GIS Data Specialist),14_25,1,0.01%
Greece,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,1,0.01%
Greece,Geographic Information Systems Database Administrator (GIS Database Administrator),26_39,1,0.01%
Greece,Internet Database Specialist,40_65,3,0.04%
Greece,Log Data Technician,40_65,1,0.01%
Greece,Micro Computer Data Processor,40_65,2,0.02%
Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",14_25,1,0.01%
Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, General",26_39,1,0.01%
Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, General",40_65,2,0.02%
Greece,Oracle Database Administrator (Oracle DBA),40_65,2,0.02%
Greece,SCADA Technician (Supervisory Control and Data Acquisition Technician),26_39,1,0.01%
Greece,SQL Database Administrator,26_39,2,0.02%
Greece,SQL Database Administrator,40_65,1,0.01%
Greece,Unemployed,14_25,29,0.34%
Greece,Unemployed,26_39,25,0.3%
Greece,Unemployed,40_65,36,0.43%
Greece,Weight in Motion Field Data Collection Technician,26_39,1,0.01%
Hungary,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40_65,1,0.01%
Hungary,Automatic Data Processing Planner,14_25,1,0.01%
Hungary,Automatic Data Processing Planner (ADP Planner),14_25,1,0.01%
Hungary,Automatic Data Processing Planner (ADP Planner),26_39,1,0.01%
Hungary,Automatic Data Processing Planner (ADP Planner),40_65,2,0.02%
Hungary,Automatic Data Processing Systems Security Specialist (ADP Systems Security),26_39,1,0.01%
Hungary,Customer Data Technician,40_65,1,0.01%
Hungary,Data Acquisition Technician,40_65,1,0.01%
Hungary,Data Administrator,26_39,3,0.04%
Hungary,Data Administrator,40_65,1,0.01%
Hungary,Data Analysis Assistant,40_65,1,0.01%
Hungary,Data Architect,26_39,1,0.01%
Hungary,Data Architect,40_65,1,0.01%
Hungary,Data Base Design Analyst,26_39,1,0.01%
Hungary,Data Base Design Analyst,40_65,1,0.01%
Hungary,Data Capture Clerk,40_65,1,0.01%
Hungary,Data Capture Specialist,40_65,1,0.01%
Hungary,Data Collection Technician,40_65,1,0.01%
Hungary,Data Communications Software Consultant,40_65,1,0.01%
Hungary,Data Conversion Operator,14_25,1,0.01%
Hungary,Data Coordinator,26_39,1,0.01%
Hungary,Data Coordinator,40_65,2,0.02%
Hungary,Data Entry Machine Operator,40_65,1,0.01%
Hungary,Data Entry Supervisor,14_25,1,0.01%
Hungary,Data Entry Technician,40_65,1,0.01%
Hungary,Data Keyer,26_39,1,0.01%
Hungary,Data Management Associate,40_65,3,0.04%
Hungary,Data Management Information Technology Specialist,26_39,1,0.01%
Hungary,Data Management Information Technology Specialist,40_65,1,0.01%
Hungary,Data Miner,14_25,2,0.02%
Hungary,Data Miner,26_39,3,0.04%
Hungary,Data Modeling Specialist,26_39,2,0.02%
Hungary,Data Operations Director,26_39,1,0.01%
Hungary,Data Processing Auditor,14_25,1,0.01%
Hungary,Data Processing Auditor,26_39,1,0.01%
Hungary,Data Processing Auxiliary Equipment Operator,26_39,1,0.01%
Hungary,Data Processing Manager,40_65,1,0.01%
Hungary,Data Processing Services Sales Representative,26_39,1,0.01%
Hungary,Data Processing Services Sales Representative,40_65,2,0.02%
Hungary,Data Processing Supervisor,40_65,1,0.01%
Hungary,Data Processing Systems Analyst,40_65,2,0.02%
Hungary,Data Processing Systems Project Planner,40_65,1,0.01%
Hungary,Data Processor,26_39,1,0.01%
Hungary,Data Specialist,26_39,1,0.01%
Hungary,Data Specialist,40_65,1,0.01%
Hungary,Data Storage Specialist,26_39,1,0.01%
Hungary,Data Storage Specialist,40_65,2,0.02%
Hungary,Data Warehouse Analyst,14_25,1,0.01%
Hungary,Data Warehouse Analyst,26_39,1,0.01%
Hungary,Data Warehouse Architect,26_39,1,0.01%
Hungary,Data Warehouse Developer,40_65,1,0.01%
Hungary,Data Warehouse Specialist,14_25,2,0.02%
Hungary,Data Warehouse Specialist,26_39,1,0.01%
Hungary,Data Warehouse Specialist,40_65,1,0.01%
Hungary,Data Warehousing Engineer,26_39,1,0.01%
Hungary,Data Warehousing Manager,40_65,1,0.01%
Hungary,Data Warehousing Specialist,26_39,1,0.01%
Hungary,Database Administration Associate,26_39,3,0.04%
Hungary,Database Administration Manager,26_39,1,0.01%
Hungary,Database Administration Manager,40_65,1,0.01%
Hungary,Database Analyst,40_65,1,0.01%
Hungary,Database Consultant,26_39,2,0.02%
Hungary,Database Coordinator,26_39,1,0.01%
Hungary,Database Coordinator,40_65,2,0.02%
Hungary,Database Design Analyst,26_39,1,0.01%
Hungary,Database Designer,26_39,1,0.01%
Hungary,Database Developer,26_39,1,0.01%
Hungary,Database Engineer,26_39,1,0.01%
Hungary,Database Engineer,40_65,1,0.01%
Hungary,Database Management System Specialist (DBMS Specialist),26_39,1,0.01%
Hungary,Database Management System Specialist (DBMS Specialist),40_65,1,0.01%
Hungary,Database Manager,26_39,1,0.01%
Hungary,Database Marketing Analyst,14_25,1,0.01%
Hungary,Database Marketing Analyst,40_65,1,0.01%
Hungary,Database Modeler,40_65,1,0.01%
Hungary,Database Programmer,40_65,1,0.01%
Hungary,Database Security Administrator,40_65,1,0.01%
Hungary,Database Software Technician,14_25,1,0.01%
Hungary,Database Software Technician,40_65,1,0.01%
Hungary,Database Tester,40_65,1,0.01%
Hungary,Databases Computer Consultant,26_39,1,0.01%
Hungary,Databases Computer Consultant,40_65,1,0.01%
Hungary,Databases Software Consultant,40_65,2,0.02%
Hungary,Datastage Developer,14_25,1,0.01%
Hungary,Director of Data Operations,26_39,1,0.01%
Hungary,Director of Data Operations,40_65,1,0.01%
Hungary,Electronic Data Interchange System Developer (EDI System Developer),26_39,1,0.01%
Hungary,Electronic Data Processing Auditor (EDP Auditor),26_39,1,0.01%
Hungary,"Engineer, System Electronic Data Processing (Engineer, System EDP)",26_39,2,0.02%
Hungary,Field Traffic Data Technician,14_25,1,0.01%
Hungary,Field Traffic Data Technician,40_65,1,0.01%
Hungary,Flight Test Data Acquisition Technician,40_65,1,0.01%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),26_39,1,0.01%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),40_65,3,0.04%
Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist),14_25,1,0.01%
Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,1,0.01%
Hungary,Geographic Information Systems Database Administrator (GIS Database Administrator),40_65,1,0.01%
Hungary,Head of Information Systems and Data Processing,14_25,1,0.01%
Hungary,Head of Information Systems and Data Processing,26_39,1,0.01%
Hungary,Head of Information Systems and Data Processing,40_65,1,0.01%
Hungary,Health Data Analyst,26_39,1,0.01%
Hungary,Internet Database Specialist,40_65,2,0.02%
Hungary,Marketing Database Analyst,14_25,1,0.01%
Hungary,Naval Tactical Data System--Combat Information Center Officer,40_65,1,0.01%
Hungary,"Operations Officer, Afloat (Naval Tactical Data Systems)",40_65,1,0.01%
Hungary,Oracle Database Administrator (Oracle DBA),40_65,1,0.01%
Hungary,SQL Database Administrator,14_25,1,0.01%
Hungary,SQL Database Administrator,26_39,3,0.04%
Hungary,Unemployed,14_25,23,0.27%
Hungary,Unemployed,26_39,10,0.12%
Hungary,Unemployed,40_65,40,0.47%
Ireland,Automatic Data Processing Planner (ADP Planner),40_65,1,0.01%
Ireland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),26_39,1,0.01%
Ireland,Data Acquisition Technician,26_39,1,0.01%
Ireland,Data Architect,26_39,1,0.01%
Ireland,Data Communications Analyst,26_39,1,0.01%
Ireland,Data Communications Analyst,40_65,1,0.01%
Ireland,Data Control Clerk Supervisor,40_65,1,0.01%
Ireland,Data Input Clerk,14_25,1,0.01%
Ireland,Data Management Associate,40_65,2,0.02%
Ireland,Data Miner,40_65,1,0.01%
Ireland,Data Processing Auditor,40_65,2,0.02%
Ireland,Data Processing Consultant,40_65,2,0.02%
Ireland,Data Processing Manager,26_39,1,0.01%
Ireland,Data Processing Mechanic,26_39,1,0.01%
Ireland,Data Processing Systems Analyst,26_39,1,0.01%
Ireland,Data Processing Systems Analyst,40_65,1,0.01%
Ireland,Data Processing Systems Project Planner,40_65,1,0.01%
Ireland,Data Scientist,26_39,1,0.01%
Ireland,Data Security Administrator,40_65,1,0.01%
Ireland,Data Specialist,40_65,1,0.01%
Ireland,Data Systems Manager,40_65,2,0.02%
Ireland,Data Warehouse Analyst,26_39,1,0.01%
Ireland,Data Warehousing Manager,26_39,1,0.01%
Ireland,Data Warehousing Specialist,40_65,1,0.01%
Ireland,Database Administration Associate,40_65,1,0.01%
Ireland,Database Architect,40_65,1,0.01%
Ireland,Database Consultant,14_25,1,0.01%
Ireland,Database Designer,26_39,1,0.01%
Ireland,Database Modeler,14_25,1,0.01%
Ireland,Database Modeler,40_65,1,0.01%
Ireland,Database Security Administrator,14_25,1,0.01%
Ireland,Database Tester,26_39,2,0.02%
Ireland,Electronic Data Processing Auditor (EDP Auditor),26_39,1,0.01%
Ireland,Geographic Information Systems Data Manager (GIS Data Manager),26_39,1,0.01%
Ireland,Geographic Information Systems Data Manager (GIS Data Manager),40_65,1,0.01%
Ireland,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,1,0.01%
Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator),26_39,2,0.02%
Ireland,LiDAR Data Analyst,26_39,1,0.01%
Ireland,"Operations Officer, Afloat (Naval Tactical Data Systems)",26_39,1,0.01%
Ireland,Oracle Database Administrator (Oracle DBA),26_39,1,0.01%
Ireland,Reference Data Expert,40_65,1,0.01%
Ireland,SQL Database Administrator,26_39,1,0.01%
Ireland,Unemployed,14_25,14,0.17%
Ireland,Unemployed,26_39,8,0.09%
Ireland,Unemployed,40_65,20,0.24%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),14_25,1,0.01%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),26_39,3,0.04%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40_65,6,0.07%
Italy,Automatic Data Processing Planner,26_39,2,0.02%
Italy,Automatic Data Processing Planner,40_65,5,0.06%
Italy,Automatic Data Processing Planner (ADP Planner),14_25,1,0.01%
Italy,Automatic Data Processing Planner (ADP Planner),26_39,1,0.01%
Italy,Automatic Data Processing Planner (ADP Planner),40_65,7,0.08%
Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),26_39,1,0.01%
Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40_65,7,0.08%
Italy,Business Database Analyst,26_39,1,0.01%
Italy,Clinical Data Abstractor,40_65,1,0.01%
Italy,Clinical Data Analyst,26_39,1,0.01%
Italy,Clinical Data Associate,26_39,2,0.02%
Italy,Clinical Data Coordinator,40_65,1,0.01%
Italy,Clinical Data Management Associate Director,40_65,1,0.01%
Italy,Clinical Data Management Manager (CDM Manager),26_39,2,0.02%
Italy,Clinical Data Management Manager (CDM Manager),40_65,1,0.01%
Italy,Clinical Data Specialist,14_25,1,0.01%
Italy,Clinical Data Specialist,40_65,1,0.01%
Italy,Computer or Data Processing Systems Consultant,14_25,1,0.01%
Italy,Computer or Data Processing Systems Consultant,26_39,4,0.05%
Italy,Computer or Data Processing Systems Consultant,40_65,2,0.02%
Italy,Customer Data Technician,40_65,1,0.01%
Italy,Data Acquisition Technician,26_39,1,0.01%
Italy,Data Acquisition Technician,40_65,1,0.01%
Italy,Data Administrator,14_25,3,0.04%
Italy,Data Administrator,26_39,4,0.05%
Italy,Data Administrator,40_65,6,0.07%
Italy,Data Analysis Assistant,40_65,1,0.01%
Italy,Data Analyst,14_25,1,0.01%
Italy,Data Analyst,26_39,1,0.01%
Italy,Data Architect,26_39,2,0.02%
Italy,Data Architect,40_65,9,0.11%
Italy,Data Base Design Analyst,14_25,1,0.01%
Italy,Data Base Design Analyst,26_39,1,0.01%
Italy,Data Base Design Analyst,40_65,7,0.08%
Italy,Data Capture Clerk,26_39,1,0.01%
Italy,Data Capture Clerk,40_65,2,0.02%
Italy,Data Center Operator,40_65,1,0.01%
Italy,Data Coder Operator,14_25,1,0.01%
Italy,Data Coder Operator,26_39,2,0.02%
Italy,Data Coder Operator,40_65,2,0.02%
Italy,Data Collection Technician,40_65,1,0.01%
Italy,Data Collector,26_39,1,0.01%
Italy,Data Collector,40_65,1,0.01%
Italy,Data Communications Analyst,26_39,4,0.05%
Italy,Data Communications Analyst,40_65,5,0.06%
Italy,Data Communications Software Consultant,26_39,2,0.02%
Italy,Data Communications Software Consultant,40_65,3,0.04%
Italy,Data Communications Technician,40_65,1,0.01%
Italy,Data Compiler,26_39,1,0.01%
Italy,Data Compiler,40_65,2,0.02%
Italy,Data Control Assistant,14_25,1,0.01%
Italy,Data Control Assistant,26_39,1,0.01%
Italy,Data Control Clerk Supervisor,26_39,1,0.01%
Italy,Data Control Clerk Supervisor,40_65,1,0.01%
Italy,Data Conversion Operator,40_65,1,0.01%
Italy,Data Coordinator,14_25,1,0.01%
Italy,Data Coordinator,26_39,4,0.05%
Italy,Data Coordinator,40_65,5,0.06%
Italy,Data Entry Associate,40_65,1,0.01%
Italy,Data Entry Clerk,14_25,1,0.01%
Italy,Data Entry Clerk,26_39,1,0.01%
Italy,Data Entry Clerk,40_65,1,0.01%
Italy,Data Entry Machine Operator,40_65,1,0.01%
Italy,Data Entry Operator,40_65,1,0.01%
Italy,Data Entry Representative,26_39,1,0.01%
Italy,Data Entry Representative,40_65,2,0.02%
Italy,Data Entry Specialist,40_65,1,0.01%
Italy,Data Entry Supervisor,40_65,3,0.04%
Italy,Data Examination Clerk,26_39,1,0.01%
Italy,Data Input Clerk,40_65,4,0.05%
Italy,Data Management Associate,26_39,1,0.01%
Italy,Data Management Associate,40_65,5,0.06%
Italy,Data Management Information Technology Specialist,26_39,1,0.01%
Italy,Data Management Information Technology Specialist,40_65,8,0.09%
Italy,Data Manager,26_39,1,0.01%
Italy,Data Manager,40_65,3,0.04%
Italy,Data Miner,14_25,2,0.02%
Italy,Data Miner,26_39,6,0.07%
Italy,Data Miner,40_65,6,0.07%
Italy,Data Modeler,26_39,1,0.01%
Italy,Data Modeling Specialist,14_25,2,0.02%
Italy,Data Modeling Specialist,26_39,2,0.02%
Italy,Data Modeling Specialist,40_65,9,0.11%
Italy,Data Officer,14_25,2,0.02%
Italy,Data Officer,26_39,6,0.07%
Italy,Data Officer,40_65,7,0.08%
Italy,Data Operations Director,26_39,2,0.02%
Italy,Data Operations Director,40_65,2,0.02%
Italy,Data Processing Auditor,14_25,2,0.02%
Italy,Data Processing Auditor,26_39,1,0.01%
Italy,Data Processing Auditor,40_65,10,0.12%
Italy,Data Processing Auxiliary Equipment Operator,40_65,1,0.01%
Italy,Data Processing Consultant,40_65,4,0.05%
Italy,Data Processing Control Clerk,26_39,1,0.01%
Italy,Data Processing Control Clerk,40_65,1,0.01%
Italy,Data Processing Manager,26_39,2,0.02%
Italy,Data Processing Manager,40_65,3,0.04%
Italy,Data Processing Services Sales Representative,40_65,1,0.01%
Italy,Data Processing Supervisor,40_65,1,0.01%
Italy,Data Processing Systems Analyst,14_25,1,0.01%
Italy,Data Processing Systems Analyst,26_39,5,0.06%
Italy,Data Processing Systems Analyst,40_65,3,0.04%
Italy,Data Processing Systems Project Planner,14_25,2,0.02%
Italy,Data Processing Systems Project Planner,26_39,3,0.04%
Italy,Data Processing Systems Project Planner,40_65,5,0.06%
Italy,Data Processor,40_65,3,0.04%
Italy,Data Reduction Technician,26_39,1,0.01%
Italy,Data Sciences Director,14_25,1,0.01%
Italy,Data Sciences Director,40_65,1,0.01%
Italy,Data Scientist,14_25,1,0.01%
Italy,Data Scientist,26_39,9,0.11%
Italy,Data Scientist,40_65,2,0.02%
Italy,Data Security Administrator,40_65,3,0.04%
Italy,Data Security Analyst,26_39,2,0.02%
Italy,Data Security Analyst,40_65,4,0.05%
Italy,Data Specialist,26_39,1,0.01%
Italy,Data Storage Specialist,14_25,2,0.02%
Italy,Data Storage Specialist,26_39,3,0.04%
Italy,Data Storage Specialist,40_65,7,0.08%
Italy,Data Systems Manager,14_25,1,0.01%
Italy,Data Systems Manager,40_65,7,0.08%
Italy,Data Technician,40_65,1,0.01%
Italy,Data Transcriber,40_65,1,0.01%
Italy,Data Typist,40_65,3,0.04%
Italy,Data Warehouse Analyst,26_39,2,0.02%
Italy,Data Warehouse Analyst,40_65,6,0.07%
Italy,Data Warehouse Architect,14_25,1,0.01%
Italy,Data Warehouse Architect,26_39,4,0.05%
Italy,Data Warehouse Architect,40_65,9,0.11%
Italy,Data Warehouse Developer,26_39,3,0.04%
Italy,Data Warehouse Developer,40_65,4,0.05%
Italy,Data Warehouse Specialist,14_25,1,0.01%
Italy,Data Warehouse Specialist,26_39,4,0.05%
Italy,Data Warehouse Specialist,40_65,4,0.05%
Italy,Data Warehousing Engineer,26_39,2,0.02%
Italy,Data Warehousing Engineer,40_65,6,0.07%
Italy,Data Warehousing Manager,26_39,6,0.07%
Italy,Data Warehousing Manager,40_65,7,0.08%
Italy,Data Warehousing Specialist,26_39,1,0.01%
Italy,Data Warehousing Specialist,40_65,8,0.09%
Italy,Database Administration Associate,26_39,3,0.04%
Italy,Database Administration Associate,40_65,3,0.04%
Italy,Database Administration Manager,14_25,3,0.04%
Italy,Database Administration Manager,26_39,3,0.04%
Italy,Database Administration Manager,40_65,6,0.07%
Italy,Database Administration Project Manager,40_65,1,0.01%
Italy,Database Administrator (DBA),40_65,1,0.01%
Italy,Database Analyst,14_25,1,0.01%
Italy,Database Analyst,26_39,2,0.02%
Italy,Database Architect,14_25,1,0.01%
Italy,Database Architect,26_39,6,0.07%
Italy,Database Architect,40_65,8,0.09%
Italy,Database Consultant,14_25,1,0.01%
Italy,Database Consultant,40_65,10,0.12%
Italy,Database Coordinator,26_39,1,0.01%
Italy,Database Coordinator,40_65,4,0.05%
Italy,Database Design Analyst,26_39,5,0.06%
Italy,Database Design Analyst,40_65,3,0.04%
Italy,Database Designer,14_25,1,0.01%
Italy,Database Designer,26_39,2,0.02%
Italy,Database Designer,40_65,6,0.07%
Italy,Database Developer,26_39,1,0.01%
Italy,Database Developer,40_65,1,0.01%
Italy,Database Development Project Manager,40_65,2,0.02%
Italy,Database Development and Administration Project Manager,26_39,3,0.04%
Italy,Database Development and Administration Project Manager,40_65,7,0.08%
Italy,Database Engineer,14_25,1,0.01%
Italy,Database Engineer,26_39,3,0.04%
Italy,Database Engineer,40_65,4,0.05%
Italy,Database Management System Specialist (DBMS Specialist),26_39,3,0.04%
Italy,Database Management System Specialist (DBMS Specialist),40_65,7,0.08%
Italy,Database Manager,26_39,2,0.02%
Italy,Database Manager,40_65,6,0.07%
Italy,Database Marketing Analyst,26_39,2,0.02%
Italy,Database Marketing Analyst,40_65,5,0.06%
Italy,Database Modeler,40_65,6,0.07%
Italy,Database Programmer,40_65,2,0.02%
Italy,Database Security Administrator,26_39,3,0.04%
Italy,Database Security Administrator,40_65,8,0.09%
Italy,Database Security Expert,14_25,1,0.01%
Italy,Database Security Expert,26_39,2,0.02%
Italy,Database Security Expert,40_65,6,0.07%
Italy,Database Software Technician,14_25,2,0.02%
Italy,Database Software Technician,26_39,4,0.05%
Italy,Database Software Technician,40_65,5,0.06%
Italy,Database Specialist,26_39,1,0.01%
Italy,Database Specialist,40_65,2,0.02%
Italy,Database Tester,14_25,2,0.02%
Italy,Database Tester,26_39,2,0.02%
Italy,Database Tester,40_65,6,0.07%
Italy,Databases Computer Consultant,26_39,1,0.01%
Italy,Databases Computer Consultant,40_65,3,0.04%
Italy,Databases Software Consultant,26_39,2,0.02%
Italy,Databases Software Consultant,40_65,1,0.01%
Italy,Datastage Developer,40_65,1,0.01%
Italy,Director of Data Operations,14_25,1,0.01%
Italy,Director of Data Operations,26_39,1,0.01%
Italy,Director of Data Operations,40_65,6,0.07%
Italy,Electronic Data Interchange System Developer (EDI System Developer),14_25,1,0.01%
Italy,Electronic Data Interchange System Developer (EDI System Developer),26_39,4,0.05%
Italy,Electronic Data Interchange System Developer (EDI System Developer),40_65,1,0.01%
Italy,Electronic Data Processing Auditor (EDP Auditor),14_25,1,0.01%
Italy,Electronic Data Processing Auditor (EDP Auditor),26_39,2,0.02%
Italy,Electronic Data Processing Auditor (EDP Auditor),40_65,5,0.06%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",14_25,1,0.01%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",26_39,1,0.01%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",40_65,6,0.07%
Italy,Field Artillery Automated Tactical Data System Specialist,26_39,1,0.01%
Italy,Field Artillery Automated Tactical Data System Specialist,40_65,1,0.01%
Italy,Field Traffic Data Technician,40_65,1,0.01%
Italy,Flight Data Technician,26_39,2,0.02%
Italy,Flight Data Technician,40_65,1,0.01%
Italy,Flight Test Data Acquisition Technician,40_65,1,0.01%
